scenario,doc_id,coding_id,AE01,AE02,AE03,AE04,AE05,AE06,AE07,CS01,CS02,CS03,CS04,CT01,CT02,CT03,CT04,DP01,GN01,GN02,GN03,GN04,MP01,MP02,MP03,PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT09,PT10,PT11,PT12,RS01,RS02,RS03,RS04,RS05,RS06,RS07,RS08,VB01,VB02,VT01,VT02,VT03,VT04,VT05,VT06,VT07,VT08,VT09,VT10,VT11
ff,text111,AE01 AE02 CT01 PT01 GN04 RS02 VT04 VT05,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ff,text112,AE01 MP01 PT10 PT01 RS01 RS02 MP01 VT05 VT03 VT05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ff,text113,AE01 AE07 AE01 GN04 PT10 GN04 RS08 PT10 VT05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ff,text114,AE04 AE01 AE01 AE04 PT03 GN04 PT01 PT05 VB01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ff,text115,AE01 CS01 AE01 CT03 AE03 MP03 PT08 MP02 PT02 RS01 VT09 RS01 VT09 VT06 VB01 VT08,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
ff,text116,AE02 CS03 CS03 CT02 RS02 RS07 VT10 VT07 VT10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ff,text117,PT04 MP02 GN04 MP02 MP02 RS02 RS01 RS01 GN03 VT01 AE04 MP02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ff,text118,AE01 AE04 AE01 PT03 PT01 PT01 VT05 VT09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ff,text119,AE02 PT01 PT10 PT01 CT01 RS07 RS06 VT01 VT05 VT05 PT10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ff,text12,AE01 AE02 AE03 PT09 PT07 MP02 AE01 RS01 RS01 VT09 VB01 VT09 VT05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
ff,text120,AE01 AE02 PT10 PT01 PT01 GN04 CT01 RS02 VT09 VT04 VB01 VT05 VB01,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
ff,text121,AE01 CT01 AE01 PT03 GN04 CS02 PT04 CT01 RS02 RS02 CT01 AE04 CT04 CT03 VT01 VT01 CS02 VT05 VT05 VT04 VT06,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
ff,text123,AE02 MP01 AE03 AE02 PT10 PT08 PT08 PT12 GN04 AE04 CT01 CT03 PT10 VT06 VT02 GN03,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ff,text124,AE01 AE01 AE01 GN04 PT10 CT02 RS01 RS02 RS06 RS01 VT10 GN03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ff,text125,AE02 AE02 AE06 PT08 PT10 PT03 PT02 RS01 RS01 RS02 RS02 VT05 PT10 VT08 VT02,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
ff,text126,PT09 PT06 MP02 RS01 VT03 VT08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ff,text127,AE06 AE01 AE02 MP01 AE02 DP01 CS03 GN04 CT01 PT07 PT06 RS02 RS02 VT05 VT05 VT08 VT02,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
ff,text128,AE01 AE01 AE07 AE07 CT03 CT03 RS03 RS03 CT02 PT06 GN01 PT01 RS01 RS08 CS03 CS04 RS03 VI06 VT08 CS02 CS03,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ff,text129,AE01 AE05 AE02 CT01 PT12 PT06 PT12 PT06 PT09 RS05 RS05 VT03 VT11 VT08 VT10 VT09 VT11,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
ff,text13,AE01 AE02 RS05 RS05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff,text130,AE02 AE03 AE05 AE02 CS01 CT02 RS07 RS07 RS07 RS06 CS01 VT10 VT09 AE02 AE02 VB01,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
ff,text131,VT09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ff,text132,AE03 AE02 AE06 GN04 PT10 PT11 PT05 PT01 PT01 RS02 VT05 VB01 AE06 VT08,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
ff,text133,AE07 AE03 AE02 MP01 MP02 PT10 GN04 PT03 PT04 CS02 GN04 PT10 RS02 RS02 PT10 GN03 VT05 VT07 VT08,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
ff,text134,AE01 AE01 AE02 MP02 MP03 AE01 DP01 CB07 MP01 CT03 VT06 VT06 VT06 VT09,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ff,text135,CT01 AE01 PT10 GN04 PT04 GE02 PT10 GN03 VT05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ff,text136,CT02 PT08 CS03 CS03 CT02 VT10 VT10 VT10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ff,text137,AE02 AE04 AE02 MP01 VB01 AE04 AE01 PT10 GN04 GN04 PT01 PT08 PT04 VT02 VT06 VT02 VT06 AE02 PT10 VT06 VT09,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
ff,text138,AE01 CT01 AE02 PT10 CT01 PT03 MP02 RS01 GN04 RS08 RS01 VT02 CT01 VT05 VT09 MP03,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
ff,text139,AE07 AE01 RS03 PT10 PT10 CS01 RS06 RS03 PT10,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff,text14,AE02 CT01 MP03 RS05 VT10 MP03,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ff,text140,AE04 AE02 RS01 PT03 PT08 PT04 PT02 RS02 RS01 VT06 VT09 VT09,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ff,text141,AE01 AE07 PT03 GN04 RS02 GN04 VT06 VT05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ff,text142,MP01 AE01 AE02 MP02 CT02 PT12 MP03 CT02 MP03 VT06 VT10 VT10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ff,text143,AE02 AE01 CT01 PT06 MP02 RS07 RS05 VT03 AE02 VT03,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ff,text145,AE03 AE02 AE05 MP03 CT01 PT04 MP03 CT01 DP01 VT01,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ff,text146,AE02 AE07 AE05 AE02 PT09 PT06 RS01 CT01 VT03,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ff,text147,AE02 CT01 PT01 PT05 AE02 AE06 VT01 VT08 VT08 VT04,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ff,text148,AE01 AE02 AE02 GN04 PT07 PT01 RS07 VT01 GN03 VT09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ff,text149,AE02 AE04 AE02 AE01 GN04 PT04 GN04 RS01 RS02 MP03 VT06 VT01 VT05,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
ff,text15,AE01 AE01 AE04 PT01 PT03 CT02 VT05 VT07,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ff,text150,AE02 RS01 PT02 PT03 PT01 RS06 RS02 VT08 VT01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ff,text151,AE07 AE07 PT06 RS01 CT02 RS01 RS01 RS01 VT01 VT08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ff,text152,MP01 CT01 MP02 PT08 PT01 CT01 CT02 RS01 RS01 RS02 VT05 VT06 VT05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ff,text153,AE01 PT10 PT10 PT03 CT01 PT04 RS07 RS06 CS01 RS02 AE06 PT10 CS02 VT01,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ff,text154,AE02 AE07 AE01 CT01 CT02 RS01 VT05 VT09,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ff,text155,AE07 AE02 PT08 PT07 RS01 VT10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ff,text156,AE01 AE02 CT04 CT01 CT01 PT05 PT05 PT02 CS01 PT04 PT01 CT01 GN01 RS05 RS07 RS02 DP01 VT04 DP01 GN01 VT08 VB02,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
ff,text157,AE01 AE01 AE01 AE07 AE04 PT03 CT01 PT09 PT09 RS01 RS01 RS01 VT01 VT02 VT09,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ff,text158,AE01 AE02 AE01 AE02 AE07 PT04 GN04 PT01 AE04 RS02 RS01 RS01 VT09 VT05 VT01,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
ff,text159,AE01 AE01 AE01 CT02 MP02 PT05 AE02 MP01 RS01 CT01 MP01 CT01,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff,text16,CT01 VB02 RS02 VB02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ff,text161,AE01 AE02 CT04 MP01 GN04 PT10 PT08 PT08 RS08 VT05 VT06 CS02,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
ff,text162,AE04 AE01 VB02 AE01 AE02 MP02 PT01 MP02 MP02 MP02 RS01 AE04 RS01 VT09 VT09 VT04 AE04,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
ff,text163,AE06 AE01 AE02 AE02 PT04 PT01 RS01 VT01 VT05 VT03,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
ff,text164,AE02 PT01 PT01 PT06 CT01 PT09 RS01 AE02 CT01 AE04 AE01 AE02 VT09 VT08 VT09 VT02,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
ff,text17,AE01 AE02 RS03 RS05 RS03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff,text18,AE04 CT01 RS07 VT09,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ff,text19,AE02 AE02 CT02 RS03 PT10 RS03 RS07 VT05 VT05 PT10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ff,text20,AE01 AE07 PT01 CT01 RS01 VT09 VT08,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ff,text21,MP03 AE02 PT02 PT08 PT02 RS01 RS01 VT08 VT08 VT04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ff,text22,AE01 AE02 CT01 CT02 PT04 PT03 CT01 CT02 CT02 RS01 RS08 MP02 VT03 VT05 VT06,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
ff,text23,AE01 AE01 VT01 CS03 PT03 PT10 PT04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ff,text24,AE01 AE05 AE03,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff,text25,AE01 AE04 PT03 PT05 CT01 RS02 RS01 RS02 VT05,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ff,text26,AE02 MP01 AE01 AE05 AE01 CT01 PT04 AE02 CT01 PT02 CT02 RS01 PT06 RS01 RS01 CT01 AE01 VT01 VT01 VT03 DP01 DP01,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ff,text27,AE04 MP01 MP01 MP02 CT01 RS01 RS01 VT11 VT11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ff,text28,AE01 AE02 CT01 PT10 GN04 GN04 GN04 GN04 RS05 RS01 PT10 VT06 GN03,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ff,text29,AE04 PT01 MP02 PT06 RS04 RS04 PT09 RS02 AE02 RS01 VT01 VT01 VT03 VT05 VT09 VT08 VT03,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
