doc_id,prompt,text_id,sentence_id,sentence,coding_id,notes,e/c,relabeling
text123,incidents,text123_incidents,3,or I 'll tell people you beat me ' etc . ),,,,
text123,incidents,text123_incidents,5,"Controlling of finances , isolating the victim .","CB06, CB04",,,
text123,perpetrator,text123_perpetrator,1,Loud and foul - mouthed .,"PE08, PE01",,,
text123,perpetrator,text123_perpetrator,3,Aggressive and dominant .,"PE03, PE04",,,
text123,perpetrator,text123_perpetrator,4,"Coercive , controlling , manipulative .","MA02, CB01, MA02",,,
text123,relationship,text123_relationship,1,Woman ' wears the trousers ' .,RE02,,,
text123,relationship,text123_relationship,2,"Man is n't allowed to do things by himself , e.g. go out with friends , and is isolated .",CB04,,,
text123,victim,text123_victim,1,Effeminate and submissive .,"GE05, VI05",,,
text123,victim,text123_victim,2,"Physically small ( short , weak , etc . )",VI15,,,
text124,incidents,text124_incidents,1,Mild Slaps and smacks Easily overpowered,"AB12, AB12",,,
text124,perpetrator,text124_perpetrator,1,Big and strong Loud Bossy,"PE11, PE08, PE04",,,
text124,relationship,text124_relationship,1,Married Long term relationship,RE04,,,
text124,relationship,text124_relationship,2,Well established,RE04,,,
text124,victim,text124_victim,1,Weak Weedy Henpecked Lacking in confidence,"VI01, VI15, VI05, VI03",,,
text124,victim,text124_victim,2,Pathetic,BL01,,,
text125,incidents,text125_incidents,1,Somehow seen as more socially acceptable or not as serious .,AB12,,,
text125,incidents,text125_incidents,2,Perception that women ca n't hurt men .,GE03,,,
text125,incidents,text125_incidents,4,Perceived as some as a joke .,AB12,,,
text125,perpetrator,text125_perpetrator,1,Domineering and aggressive .,"PE04, PE03",,,
text125,perpetrator,text125_perpetrator,3,Uncontrolled anger problems .,PE02,,,
text125,perpetrator,text125_perpetrator,5,Lack of healthy coping mechanisms .,PE02,,,
text125,perpetrator,text125_perpetrator,6,Unhinged / crazy .,PE02,,,
text125,relationship,text125_relationship,1,Rocky and unstable .,"RE01, RE01",,,
text125,relationship,text125_relationship,3,Perpetrator dominates relationship .,RE02,,,
text125,victim,text125_victim,1,Tired and brow beaten .,"VI10, VI13",,,
text125,victim,text125_victim,2,Embarrassed and feels shame .,VI04,,,
text125,victim,text125_victim,3,Secretive about abuse .,MA06,,,
text126,incidents,text126_incidents,1,Can be violent but less likely,AB12,,,
text126,perpetrator,text126_perpetrator,1,Controlling,CB01,,,
text126,perpetrator,text126_perpetrator,2,Maniplative Jealous,"MA02, CB02",,,
text126,relationship,text126_relationship,1,Not equal Soul destroying,"RE02, RE01",,,
text126,victim,text126_victim,1,Apologectic Self doubt,"VI05, VI03",,,
text126,victim,text126_victim,2,No confidence,VI03,,,
text127,incidents,text127_incidents,1,"Erupting , threatening , one sided , .ooks attractive from the outside because hidden behind bonhomie , disrespectful","AB11, AB02, RE02, MA06, AB02",,,
text127,perpetrator,text127_perpetrator,1,"Hidden anger , controlling , unfeeling , uncaring , coercive , hides behind facade","PE02, CB01, PE01, PE01, MA02, MA06",,,
text127,relationship,text127_relationship,1,"Fraught , one sided , uneven , tense , dependent , conciliatory from one side","RE01, RE02, RE02, RE01, DE01, RE02",,,
text127,victim,text127_victim,1,"Passive , wanting to please , scared of being alone , little support from others , loving , nervousofpartner","VI05, VI05, VI28, VI02, VI09, VI13",,,
text128,incidents,text128_incidents,1,"Hair pulling , biting , tracking of phone location , social media surveillance","AB13, AB01, CB05, CB05",,,
text128,perpetrator,text128_perpetrator,1,"Angry , hates men , daddy problems , jealous , low in confidence , stubborn , bossy","PE02, GE02, PE27, CB02, PE06, PE05, PE04 ",,,
text128,relationship,text128_relationship,1,"Live together , not married , children out of wedlock or from previous relationships","RE09, CI05",,,
text128,victim,text128_victim,1,"Meek , younger than partner , inexperienced , only child , childhood trauma","VI05, VI14, VI06, VI10",,,
text129,incidents,text129_incidents,1,"Physical abuse ( hitting , restraint )","AB01, AB04",,,
text129,incidents,text129_incidents,2,Controlling behaviour Emotional and psychological abuse,"CB01, AB02, AB01",,,
text129,perpetrator,text129_perpetrator,1,Lacking self confidence,PE06,,,
text129,perpetrator,text129_perpetrator,2,In denial Scared of being alone Arrogant,"PE26, PE06, PE20",,,
text129,perpetrator,text129_perpetrator,3,Easily hurt,PE06,,,
text129,relationship,text129_relationship,1,Traditional partnership or marriage Mid or long term,RE04,,,
text129,victim,text129_victim,1,In denial Lacking self confidence,"VI17, VI03",,,
text129,victim,text129_victim,2,Loyal Scared of being alone Scared of losing face Nervous,"VI09, VI28, VI04, VI13",,,
text13,incidents,text13_incidents,1,"hitting , shouting , belittling","AB01, AB02, AB02",,,
text13,perpetrator,text13_perpetrator,1,"female , unusual",GE03,,,
text13,relationship,text13_relationship,1,"married , relationship",RE04,,,
text13,victim,text13_victim,1,"male , rare , embarrassed","GE06, VI04",,,
text130,incidents,text130_incidents,1,"Annoyed by the sexual encounter with her husband , beat him up.drunk from a party remember something and kick his ass","RE01, AB01, CI02, AB01",,,
text130,perpetrator,text130_perpetrator,1,"Strong character , an advantage over the partner , maybe due to his lack of sexual qualities .","PE04, PE16",,,
text130,relationship,text130_relationship,1,"Married , friends , colleagues","RE04, RE08, RE08",,,
text130,victim,text130_victim,1,"Very soft person , shy , soft , bullied as a child , very strong character parents or family","VI01, VI05, VI10, VI10 ",,,
text131,incidents,text131_incidents,1,careless,RE01,,,
text131,perpetrator,text131_perpetrator,1,careless,PE05,,,
text131,relationship,text131_relationship,1,colleague,RE08,,,
text131,victim,text131_victim,1,affected,,,,
text132,incidents,text132_incidents,1,Sexual and psychological,"AB03, AB02",,,
text132,perpetrator,text132_perpetrator,1,Must 've been very manipulative or frightening Older than the victim In a more powerful role prior to the relationship,"MA02, PE01, PE15, PE16",,,
text132,perpetrator,text132_perpetrator,2,Controlling,CB01,,,
text132,relationship,text132_relationship,1,Unbalanced in power Female dominant,"RE02, PE04",,,
text132,victim,text132_victim,1,Ca n't understand why they could n't resist or stop the incident,GE06,,,
text132,victim,text132_victim,2,Younger than the perpetrator Met in an existing power dynamic Maybe drugged or incapacitated in some way,"VI14, RE02, AB05",,,
text133,incidents,text133_incidents,1,"Maybe slapping or punching , due to the likely smaller stature or biological lesser strength of the woman , may be likely to be emotional or verbal abuse .","AB01, GE03, AB02",,,
text133,incidents,text133_incidents,2,"Physical abuse may involve the threat of weapons or scratching , spitting etc .","AB01, AB13, AB02",,,
text133,perpetrator,text133_perpetrator,1,Possibly a louder and more opinionated woman .,"PE08, PE04",,,
text133,perpetrator,text133_perpetrator,3,"Bold features Emotionally manipulative , will be aware of her gender and use it to her advantage - e.g. gaslighting , making up lies and spreading false information .","PE11, MA02, GE03, MA06,",,,
text133,relationship,text133_relationship,1,One that is seemingly perfect where the perpetrator is seen as a ' nice girl ' and all the abuse would likely happen behind closed doors .,MA06,,,
text133,victim,text133_victim,1,"Perhaps a smallish man , who is quite shy and reserved , quiet and kind .","VI15, VI08, VI08, VI08, VI09",,,
text133,victim,text133_victim,2,One who is known for being a ' nice guy ' and seen as a good match for her .,VI09,,,
text134,incidents,text134_incidents,1,The perpetrator may become violent and feel it is justified because they ca n't do as much damage as if the roles were reversed .,"AB01, GE03",,,
text134,incidents,text134_incidents,2,Shouting and screaming might also occur .,AB02,,,
text134,perpetrator,text134_perpetrator,1,"The perpetrator will try and manipulate the victim into feeling guilty about wanting to do things like see friends and family and socialise , they may fake illness or do whatever is required for the victim to stay at home .","MA02, CB04",,,
text134,perpetrator,text134_perpetrator,2,They will try and manipulate the situation and potentially gaslight the victim through words more than physical violence .,"MA02, MA02, AB02",,,
text134,perpetrator,text134_perpetrator,3,However they may also get physically violent and feel they are entitled too because they are a female and wo n't hurt as much .,"AB01, GE03",,,
text134,relationship,text134_relationship,1,The perpetrator may hit the victim but the victim will try and hide it at work and any social events so they do n't seem weak and so people do n't question how they got any cuts or bruises .,"VI04, MA06",,,
text134,relationship,text134_relationship,2,The victim may have to try and justify going out alone anywhere .,CB04,,,
text134,relationship,text134_relationship,3,The perpetrator might belittle the victim and ridicule them as a means of control .,"AB02, CB01",,,
text134,victim,text134_victim,1,The victim maybe begin to socialise less with peers and cut out seeing family and friends overall .,VI02,,,
text134,victim,text134_victim,2,They may become more withdrawn and less extroverted when they previously were .,VI08,,,
text134,victim,text134_victim,3,They may not argue back and act quite meek .,VI05,,,
text135,incidents,text135_incidents,1,' - more likely to be emotionally manipulative / coercive than physically violent,MA01,,,
text135,perpetrator,text135_perpetrator,1,' - manipulative - controlling - distrustful,"MA02, CB01, CB10",,,
text135,relationship,text135_relationship,1,"' - controlling , lacking in trust","CB01, CB10",,,
text135,victim,text135_victim,1,' - vulnerable - non - confrontational,"VI01, VI05",,,
text136,incidents,text136_incidents,1,Wife throws things Controls the finances Belittles his masculinity,"AB05, CB06, AB02",,,
text136,perpetrator,text136_perpetrator,1,Bold Loud Brash,"PE08, PE08, PE01",,,
text136,perpetrator,text136_perpetrator,2,Controlling Coercive Harsh Moody,"CB01, MA02, PE01, PE02",,,
text136,perpetrator,text136_perpetrator,3,Aggressive,PE03,,,
text136,perpetrator,text136_perpetrator,4,Selfish,PE05,,,
text136,relationship,text136_relationship,1,"Male works long hours Wife is moody , likes to spend money Male has no social life","RE01, PE02, CB06, VI02",,,
text136,victim,text136_victim,1,Quiet,VI08,,,
text136,victim,text136_victim,2,Shy Kind,"VI05, VI09",,,
text136,victim,text136_victim,3,Agreeable Anxious Lacking self confidence,"VI05, VI13, VI03",,,
text136,victim,text136_victim,4,Very self aware,VI09,,,
text136,victim,text136_victim,5,Anti social,VI02,,,
text136,victim,text136_victim,6,Caring Nervous,"VI09, VI13",,,
text136,victim,text136_victim,7,Timid,VI05,,,
text137,incidents,text137_incidents,1,Items being thrown Screaming arguments,"AB05, AB02",,,
text137,incidents,text137_incidents,2,Physical hitting using items,AB01,,,
text137,incidents,text137_incidents,3,Things being smashed Gaslighting,"AB05, MA01",,,
text137,incidents,text137_incidents,4,Victim blaming,BL01,,,
text137,perpetrator,text137_perpetrator,1,Butch .,GE08,,,
text137,perpetrator,text137_perpetrator,3,Bully .,PE01,,,
text137,perpetrator,text137_perpetrator,5,Karen .,PE01,,,
text137,perpetrator,text137_perpetrator,6,Over - bearing .,PE04,,,
text137,perpetrator,text137_perpetrator,7,Control freak .,CB01,,,
text137,relationship,text137_relationship,1,Dominated by female .,RE02,,,
text137,relationship,text137_relationship,2,Male controlled .,CB01,,,
text137,relationship,text137_relationship,3,"Lots of arguments , and screaming .","FR03, AB02",,,
text137,relationship,text137_relationship,5,Male quiet around other people .,VI08,,,
text137,relationship,text137_relationship,7,Male hiding bruises .,MA06,,,
text137,relationship,text137_relationship,8,Male has no friends,VI02,,,
text137,relationship,text137_relationship,9,Male not allowed to go out,CB04,,,
text137,victim,text137_victim,1,Not strong .,VI01,,,
text137,victim,text137_victim,3,Not manly .,GE05,,,
text137,victim,text137_victim,5,Wife wears the trousers .,CB01,,,
text137,victim,text137_victim,7,Under the thumb .,VI05,,,
text137,victim,text137_victim,9,Submissive .,VI05,,,
text137,victim,text137_victim,11,Weak .,VI01,,,
text138,incidents,text138_incidents,1,"verbal abuse , intimidation , physical abuse , coercive control ,","AB02, AB02, AB01, CB01",,,
text138,perpetrator,text138_perpetrator,1,"Manipulative , unfaithful , phycological abuse , uses children as a weapon ,","MA02, PE17, AB02, CI05",,,
text138,relationship,text138_relationship,1,"married , living together , not good , no talking or discussions","RE04, RE01",,,
text138,victim,text138_victim,1,"isolated from friends and family , no freedom , controlled , not allowed opinions , nervous , worried , lying to friends and family , covering up for partner , making excuses , weak , embarrassed","VI02, CB01, CB01, CB01, VI13, VI13, MA06, MA06, VI17, VI01, VI04",,,
text139,incidents,text139_incidents,1,Punches Stabbing Shooting,"AB01, AB10, AB10",,,
text139,perpetrator,text139_perpetrator,1,bigger substance abuse Reaction to violence,"PE11, CI01, BL01",,,
text139,relationship,text139_relationship,1,One sided controlling,"RE02, CB01",,,
text139,victim,text139_victim,1,Weak Smaller Possibly violent,"VI01, VI15, BL01",,,
text14,incidents,text14_incidents,1,Pushed down the stairs,AB01,,,
text14,perpetrator,text14_perpetrator,1,Friendly in public .,MA06,,,
text14,relationship,text14_relationship,1,A couple,RE04,,,
text14,victim,text14_victim,1,Quiet,VI08,,,
text140,incidents,text140_incidents,1,One sided .,RE02,,,
text140,incidents,text140_incidents,2,Not prolonged .,RE06,,,
text140,incidents,text140_incidents,4,Physical and mental abuse .,"AB01, AB02",,,
text140,perpetrator,text140_perpetrator,1,Manipulative .,MA02,,,
text140,perpetrator,text140_perpetrator,2,Self - obsessed .,PE05,,,
text140,perpetrator,text140_perpetrator,4,Lack of self control .,PE02,,,
text140,relationship,text140_relationship,1,Female dominant .,RE02,,,
text140,relationship,text140_relationship,3,Male voice muted .,RE02,,,
text140,victim,text140_victim,1,Quiet .,VI08,,,
text140,victim,text140_victim,2,Does n't stand up for themself .,VI05,,,
text140,victim,text140_victim,4,Isolated .,VI02,,,
text141,incidents,text141_incidents,1,Man hits woman Woman hides instances of violence Man is often drunk,"AB01, MA06, CI01",Confused. Combine with mf. ,c,mf_combine
text141,perpetrator,text141_perpetrator,1,Strong Dominant Breadwinner,"PE16, PE04, PE10",Confused. Combine with mf. ,c,mf_combine
text141,relationship,text141_relationship,1,Traditional gender roles Woman does as man tells her,GE01,Confused. Combine with mf. ,c,mf_combine
text141,victim,text141_victim,1,Meek Quiet Housewife Submissive,"VI05, VI05, GE05, VI05",Confused. Combine with mf. ,c,mf_combine
text142,incidents,text142_incidents,1,Verbal Physical Emotional Gas lighting Checking on his movements,"AB02, AB02, AB02, MA01, CB05",,,
text142,perpetrator,text142_perpetrator,1,Bully Over confidence masking insecurities Looks happy and bubbly Likable,"PE01, PE20, PE06, MA06",,,
text142,relationship,text142_relationship,1,He puts her above everything in public happy she drops odd comments to degrade him but passes it of as joking,"RE02, MA01",,,
text142,victim,text142_victim,1,Quiet Always trying to please Mindful of what he says Avoids looking around when in public,"VI08, VI05, VI13, VI13",,,
text143,incidents,text143_incidents,1,Emotional Physical,"AB02, AB01",,,
